大專,第一名,祈,江翊民,大甲鎮瀾宮主殿。描繪信眾們以鮮花素果及紙錢，祈求平安之景。
大專,第二名,媽祖起駕,楊天助,大甲媽祖依照傳統儀式起駕開鑼。起駕前，鐘、鼓、哨角齊鳴，在眾人的歡呼聲中，恭請「媽祖起駕」遶境出巡。信眾祈求媽祖賜福平安、驅逐邪煞、安定人心、庇佑眾生的信仰象徵。
大專,第三名,光的信仰,呂宗憲,光是神奇的東西，在不同時間不同地點會有不同的顏色，其中在黃昏時刻的光格外迷人，當鎮瀾宮被微光籠罩時，我已經成為光的信徒了。
大專,優選,聚心,吳博融,這幅畫我用了很多抽象筆觸，希望能表現當下狀態，凝聚大家虔誠的心，以祈求國泰民安風調雨順。
大專,優選,信靠的家,郭俊佑,媽祖是心靈的依靠，任何人都可去尋求安慰，累了到媽祖的家坐一下，抱著嬰孩的媽媽也委託媽祖慈悲的照顧。媽祖永遠在需要的人身邊，不遺棄任何人，牌匾上寫的「大德敦化」正是媽祖的精神，此地點為月港護庇宮
大專,優選,祁福,李志勇,媽媽的心願，就希望一家大小都平安，北港朝天宮。
大專,優選,媽祖神降,王若齊,媽祖的光，指引著我，邁向更美好的人生、更美好的未來。表現地點：大甲鎮瀾宮。
大專,優選,鑼鼓連天耀媽祖,蔡意宗,在鑼鼓聲中，歡慶媽祖的景象，記憶猶新，也沉浸媽祖帶來的平安，使得社會豐衣足食、和諧美好。（大甲媽祖）
大專,佳作,薪傳,林贊溢,母親帶著兒女到鎮瀾宮廟裡祈福求平安。
大專,佳作,神人同親,劉家宏,遊訪在地名勝古蹟，有「臺中嬤」美稱的「萬春宮」，三百年古寺簇擁在都市叢林，恰巧遇逢紅日，宮廳內香煙裊裊、香客來往甚是熱鬧。焚香禮拜，謝天、謝地、謝眾生！短暫的冥想，停留在過去、現在、未來，「神人同親」。
大專,佳作,鎮海安瀾,劉德龍,50年來第一次到鼎鼎有名的「鎮瀾宮」果然氣勢和氛圍與眾不同，熱鬧虔誠的人群、畫樑雕棟的藝術氣息，還有令人肅然起敬的「媽祖」。一股衝動，在現場就了速寫和局部（樑棟）的描繪和攝影，回到畫室重新整理，外圍放鬆用寒色調，越靠近媽祖則用混和多彩的暖色調，形成明暗和色彩的強烈對比，重點放在媽祖和周圍的木雕和人群。
大專,佳作,信念,張皓為,喜歡廟宇人多的感覺，一種熱鬧又寧靜的感覺。表現地點：大甲鎮瀾宮。
大專,佳作,祈、福、夜鎮瀾,劉哲志,一直以來，媽祖是臺灣居民重要信仰之一，地位崇高、聖威顯赫。夜晚的鎮瀾宮，虔誠的民眾，將宮前廣場擠得水洩不通。
大專,佳作,?求,彭建豪,表現地點為大甲鎮瀾宮，在畫此作品前，特別南下到鎮瀾宮拍照、取景，在廟裡面能夠感受到濃厚的人民對媽祖、神明的寄託，大家心中喃喃自語著、捧著香、找個最好的位置，開始對神明祈求。
高中職,第一名,拜媽祖享平安,蔡東佑,來到鎮瀾宮，看到慈眉善目的媽祖，尤如我們的母親，在靜謐無數的祈求中傾聽我們的心聲，無怨無悔的守護、庇佑著我們，使我們得到平安。
高中職,第二名,祈,謝家容,阿嬤真誠的在鎮瀾宮祈求，期望心願能實現。
高中職,第三名,寄託,張亞蓁,大甲鎮瀾宮這莊嚴的廟宇中，人們經由祈福得到心靈的依靠與寄託，我們應該好好保存這屬於我們的文化，維護讓我們安心的避風港。
高中職,優選,鑽轎腳,黃勝威,表現民眾鑽媽祖神轎得到一年平安順利，左右兩邊千里眼順風耳護法。
高中職,優選,大甲鎮瀾宮,吳榆婷,大甲鎮瀾宮。在廟宇裡一個虔誠的母親抱著孩子和媽祖祈福。
高中職,優選,願,陳宜均,大甲鎮瀾宮。
高中職,優選,裊,溫崎君,帶著虔誠的心來祈求平安，盼望內心所祈求的願望順著煙的裊裊，傳遞給媽祖。地點：大甲鎮瀾宮。
高中職,優選,媽祖祐出巡,劉彥甫,「起駕！」當主席號令一發，浩浩蕩蕩的出巡隊伍就此啟程。在媽祖及眾神的保佑下，將帶給天下人民平安與喜樂！
高中職,佳作,廟會交響曲,張峻睿,媽祖遶境中絕對不能缺少這些天兵神將，他們代表著威武以及紀律，顯現我們對於媽祖的敬畏，廟會的色彩，以及人們的吵雜聲再加上天兵神將的表演，就如同東方版的交響樂般。
高中職,佳作,祈遇媽祖,謝守倫,端祥的神韻在眉宇中散發著，富麗堂皇的廟宇在畫中豪放著，與媽祖，祈遇白沙屯。
高中職,佳作,鑼鼓喧天,劉宜雯,每年的農曆三月，來自各地的信眾，秉著對媽祖的虔誠之心開始長達九天八夜的遶境活動，慈悲的媽祖、虔誠的信眾，以及鑼鼓喧天的場面，組合成一幅美麗的畫面。
高中職,佳作,信仰,李明陽,人們虔誠的祈禱，真心供奉他們心中所信仰的神。並非所有人都擁有與生俱來的自信，所以大多數的人們選擇相信，相信這份信仰能夠帶來希望、自信與力量。如熱鐵烙膚般深刻地刻畫在每份期盼中。這是我在環島的過程中所見的壯麗畫面。
高中職,佳作,願,蔡佩芳,臺北天后宮。祈願隨著煙霧直達天際。
高中職,佳作,歡欣慶媽祖,楊家瑄,以家鄉屏東慈鳳宮為中心，加上舞龍等民俗表演活動，想傳達出白天雨夜晚皆有慶媽祖的活動可參與，用鮮明的色彩呈現出歡欣、熱鬧的氣氛。
高中職,佳作,跳將人生,劉家瑜,畫中家將是聖德堂五十年歷史的老家將，他代表傳承的精神，把民俗技藝留傳給後代，就像廟裡的活動，讓大家知道民俗技藝的好。
高中職,佳作,鎮瀾風采,王家佑,鎮瀾宮前石獅、龍柱及虔誠的心。
高中職,佳作,祈福,卓毓晴,媽祖的心腸慈悲為懷，護國佑民。畫面中的老阿嬤點上清香，口中唸唸有詞、祈求媽祖保佑全家健康。地點：豐原慈濟宮。
國中,第一名,福報,蔡東融,抱著媽祖，福報滿身，希望大家都能得福報，大家都能平安，心靈有寄託，也能得到媽祖的保佑。（鎮瀾宮）
國中,第二名,廟會活動,李宛蓁,大甲鎮瀾宮媽祖遶境活動。廣大信徒們虔誠祈福遶境。
國中,第三名,拜,謝以莊,媽媽在我小時候總會帶我去廟裡拜拜，那人們聚集的盛大景況深植我心。
國中,優選,顯神威,黃允晨,「顯神威」這幅作品主要是在描繪廟中的人及各種神像的姿態，其表現地點為「鎮瀾宮」，並用水彩繪出廟中的色彩，在飛煙裊裊之中浮現出黑面媽祖祥和的臉部表情及冠帽，讓作品稍帶一股神秘及壯觀的氣氛，展現出媽祖顯靈的神威。
國中,優選,祈求,郭沛霖,道教是臺灣最重要的宗教文化，人們將心靈寄託於媽祖，祈求健康平安。
國中,優選,虔,呂謙,對媽祖的虔誠。
國中,優選,祈,徐聖哲,我的作品訴說著人們對媽祖的信仰，香火鼎盛的樣子，媽祖對臺灣人民是極為重要的精神寄託，祈求祂保佑人們平安、健康。
國中,優選,慈雲濟蒼生,陳品渝,鑽轎底是媽祖佑民的最佳活動，在每個人心裡，那是對媽祖最高敬意與崇拜。臺中鎮瀾宮。
國中,佳作,眺望的媽祖,蔡泓旻,我畫的媽祖地點在金門，立在媽祖廟的旁邊，近看很雄偉，遠看很漂亮，媽祖是海上的守護者，也是我們大家心中的守護神。
國中,佳作,烽火連天迎媽祖,李亞庭,背景彩色的烽火是媽祖遶境時有名的活動─炸轎，透過在烽火中求平安的祖孫兩人，祈求媽祖的平安。
國中,佳作,迎神轎,樊宥辰,對於傳統民間信仰，大家都非常虔誠的在每年這個時候迎神轎，為人民祈福，也是大家精神的指標，在這臺灣與天同慶的時刻，出巡的神明也成了大家心靈的寄託。
國中,佳作,媽祖與你同行,周美行,媽祖慈悲出巡，關懷民間疾苦，海內外恭逢盛事同歡慶，媽祖與你同行親民佑民。
國中,佳作,媽祖遶境祈平安,劉宣妤,「大甲媽祖遶境進香活動」是每年大甲媽祖國際觀光文化節的高潮重頭戲。每年農曆三月各地媽祖廟都有慶祝活動，來自各地的十萬餘信徒組成聲勢浩大的進香隊伍，以大甲鎮瀾宮為出發點，在八天七夜中徒步至南部來回；而信徒們也希望藉此活動祈求媽祖消災解厄，植福延壽。
國中,佳作,宮廟之美,楊承勳,臺中大甲鎮瀾宮，這座廟的屋頂有這美麗的色彩藝術，令人想用畫筆來把他表現出來。
國中,佳作,護•佑,林彥鋐,因為石獅子代表著守護，牠日夜守在廟門口只因為他想要守護裡面的安全，同時也代表我們的國家，此畫作地點於豐原慈濟宮。
國中,佳作,媽祖心•淨人心,黃鐘名,我所表現地點是臺中市樂成宮，透過畫作，來呈現「臺中媽祖文化節」，每年帶動無數群眾來參與，不管是那座宮廟，都香火鼎盛，讓媽祖信仰永續，也淨化人心喚起善心，為臺灣帶來幸福祥和。
國中,佳作,虔誠,林以和,我的作品訴說著人們對媽祖的信仰，香火鼎盛的樣子，讓人們有重要的精神寄託，祈求祂保佑人們平安、健康，媽祖最讚了！！
國中,佳作,庇,陳芊妤,我愛媽祖。
國中,佳作,回憶鎮瀾宮,陳韋勳,我的作品述說著人們對媽祖的信仰，媽祖成了人們最重要的精神，祈求人們可以飲水思源，永遠可以健康平安！！
國中,佳作,陣頭「家將」,林字婕,在迎媽祖的陣頭中，「家將」是最令我期待的，每個動作架勢都很吸睛，是最具「臺味」的傳統文化！！
國中,佳作,樂成宮,鄭至均,透過模糊背景來突顯實施的雄偉，及在廟宇中的重要性。
國小高年級,第一名,天上聖母光輝耀,吳怡賢,每年農曆三月是媽祖的誕辰節慶，全臺灣的盛事，哨角隊的角色是開路和驅魔，虔誠的信徒們和進香隊伍一起護衛主神，信仰媽祖的慈悲精神是人們心靈的重要依靠，臺灣的廟會文化是民間生命力的連結，也是臺灣傳統的人民信仰，天上聖母的光輝撒耀大地，保佑國家百姓年年平安。
國小高年級,第二名,虔誠的信徒,廖晏鈴,信徒為了拜媽祖不怕風吹日曬，多辛苦都會來祈福遶境。
國小高年級,第三名,鑽轎腳求保庇,李政恩,我所畫的是北港朝天宮媽祖遶境祈安活動，沿途信眾跪地伏首讓大轎跨過，祈求媽祖庇佑平安，消災解厄，盛況空前讓人感到民眾對媽祖的虔誠信仰。
國小高年級,優選,媽祖遶境,林宣妤,呈現媽祖特色在鎮瀾宮。
國小高年級,優選,祐,陳冠臻,大甲鎮瀾宮。
國小高年級,優選,與?同行,陳冠任,遶境途中。
國小高年級,優選,香火鼎盛,楊晴雯,媽祖一直都是信徒心中崇拜靈驗的神祉。所以廟裡總是人擠人，香火鼎盛，聖煙瀰漫，尤其是大甲鎮瀾每到年節總是熱鬧得不得了。
國小高年級,優選,迎媽祖聲威震天,蔡宇宸,作品主要是表現一年一度大甲媽祖遶境盛事，所以媽祖為當地人民的守護神。表現地點：大甲鎮瀾宮。
國小高年級,佳作,石獅,徐詠瑩,這幅畫的表現地點是在樂成宮的廟口外，廟口外的實施雄壯威武的，為得就是要趕跑孤魂野鬼讓他不敢進廟裡來。
國小高年級,佳作,慈悲的雙手,趙旻玄,萬和宮奉祀湄洲天上聖母一般尊稱老大媽，畫中一雙慈悲的手伸向信眾，牽引著明確的人生方向，正如祈願膜拜，聖恩廣庇四方。
國小高年級,佳作,媽祖出巡,王韋淳,媽祖普渡眾生，出巡保護人民，大家都非常敬佩媽祖。
國小高年級,佳作,祈,趙哲妘,信仰一直存在於民間而堅篤不移，每到鎮瀾宮媽祖遶境時，尤其是年長者無不舉雙手膜拜，以求來年的平安。
國小高年級,佳作,媽祖遶境求平安,歐怡廷,大甲媽祖遶境活動，信徒們步行跟隨神轎一路往南，媽祖神轎所到之處，隆隆的鞭炮聲不絕於耳，沿路有熱鬧的民俗表演活動，追隨媽祖鑾駕的信徒們，經由參加典禮，完成對神明的虔敬，也將之為闔家平安的寄託。
國小高年級,佳作,喜迎媽祖冉冉來,王裕凱,大甲鎮瀾宮每年都有許多絢麗的活動，我所呈現的是廟前三太子跳舞的情形，場面十分熱鬧，有人拿起相機拍攝，有人拍手叫好，眾人的臉上浮現一張張笑靨，歡歡喜喜地迎接媽祖的到來。
國小高年級,佳作,媽祖的保佑,許筱亞,裡面底下畫的是遶境，上面畫的是媽祖，整體再說媽祖在遶境時，保佑我們，我畫的地方是在鎮瀾宮，有很多信徒在鑽轎底，祈求平安。
國小高年級,佳作,媽祖廟宇─天兵神將,林昇,畫出在媽祖廟宇屋頂上雄偉的天兵神將。
國小高年級,佳作,莊嚴的媽祖廟,張祐瑄,莊嚴的媽祖廟，讓人心靈平靜，虔誠祈求一切平安。
國小高年級,佳作,媽祖廟會帥氣八家將,張旭昇,神氣的八家將，引來了好多人觀賞。
國小中年級,第一名,祈求平安（鑽轎下）,楊宇勝,大甲媽祖遶境，虔誠信徒們鑽轎下（台語）希望媽祖保佑，祈求平安健康。
國小中年級,第二名,媽祖回鑾,諸葛宇賢,大甲媽在遶境結束後回到鎮瀾宮內，廟方人員以接力方式將媽祖神像請下，信眾們爭相撲向搶著摸，期待能摸得一年的平安順利。
國小中年級,第三名,官將首,蔡喬羽,這是在我們朴子媽祖廟配天宮廟口，媽祖誕辰時的陣頭表演，官將首坐炮好威風喔！保祐我們平安。
國小中年級,優選,神獸與媽祖,朱姷頤,在星空裡的神明，無時無刻都在保佑大家。媽祖身邊有許多神獸也在幫忙媽祖
國小中年級,優選,動感三太子,張恩綺,媽祖遶境的陣頭，我最喜歡動感三太子，充滿活力。
國小中年級,優選,媽祖出巡,廖允婕,將神開路鬼魅避，媽祖神威普天下，信眾一心誠裡求，保得平安和幸福，大甲鎮瀾宮。
國小中年級,優選,虔誠,陳筱薇,此作品表現地點於大甲鎮瀾宮內殿，作品以信徒虔誠的膜拜顯示出媽祖的莊嚴與慈悲的心。
國小中年級,優選,媽祖出巡,陳威同,媽祖出巡真熱鬧沿街鞭炮響徹雲霄。
國小中年級,佳作,千里眼與順風耳慶媽祖,蔡柔葳,為了幫媽祖慶生請來千里眼和順風耳一起來慶祝，廟宇前面好多民眾也在這大喜之日一同前來道賀，媽祖看到色彩繽紛的大家一定很開心。
國小中年級,佳作,媽祖出巡了！,呂昀倩,一年一度的大甲媽祖遶境活動即將展開，信徒們聚集在此處虔誠膜拜，希望媽祖可以保佑一家人平安健康，千里眼與順風耳在前衛媽祖神轎開道。
國小中年級,佳作,媽祖遶境,游茗媛,這張作品呈現媽祖和千里眼，順風耳的特色。
國小中年級,佳作,喜迎媽祖,林聿宸,鎮瀾宮內媽祖福澤千里，中外人士皆慕名參觀，喜迎媽祖遶境祈福，庇佑人民，是國人信仰和團結中心，故以此作畫，期待幸福平安傳千里。
國小中年級,佳作,遶境媽祖真熱鬧,陳育嘉,媽祖，千里眼，順風耳遶境活動。陣頭，香客祈求平安真熱鬧。
國小中年級,佳作,媽祖鑾駕三月巡,吳沅朕,大甲天上聖母在奉天宮舉行祝壽典禮，從嘉義新港啟程回駕，遠從臺灣各地而來的媽祖信徒，發自內心虔誠的趴跪在地〝楞橋腳〞祈求恩典，朝拜媽祖。
國小中年級,佳作,慈母手握香符過媽祖爐佑我平安,裴圳龍,今年五月學騎獨輪車不慎摔傷，導致右手骨折，經緊急送醫開刀後打上石膏，出院後到大甲鎮瀾宮參拜，媽咪向媽祖婆祈求我早日康復，然後手握平安符環繞香爐後，將香符懸掛於右手石膏上，母親關愛和媽祖賜福，讓我原本受到驚嚇的心，頓時獲得安慰平靜，回到家用左手拿彩筆記錄下這一幕感動時刻。
國小中年級,佳作,恭迎大駕,黃竣頡,媽祖遶境真熱鬧，千里眼順風耳打前鋒。
國小中年級,佳作,北港媽祖千里出巡,周雨彤,遶境是北港媽祖廟的傳統民俗活動，媽祖娘娘身邊的兩位大將軍，千里眼與順風耳即將率隊出發了。艷陽高照，沿途伏首跪地的虔誠信徒雖然汗如雨下，抬轎阿伯的臉也被濃煙燻黑，但大家卻不喊累，心中只有無限的感激，感謝媽祖娘娘的庇蔭保佑，感謝祂將善與愛傳遞到各地。
國小中年級,佳作,迎媽祖,楊于?,迎媽祖是臺灣最盛大的宗教活動，也是人們祈求平安富足的最重要時刻。
國小低年級,第一名,大仙翁仔與八家將,邱奕潔,熱熱鬧鬧的廟會，有高高的大仙翁仔，還有臉上畫滿彩繪的八家將一起逛街，大家看得好開心滿足。
國小低年級,第二名,哨角響起喜迎媽祖,陳品汝,一年一度的媽祖遶境終於來臨了！由哨角隊帶領出發，天空飛來了小鳥，馬路上的小狗們都紛紛出動來參與了！
國小低年級,第三名,迎媽祖,何沛璇,農曆三月迎媽祖活動熱鬧有趣，千里眼，順風耳也一起來湊熱鬧。
國小低年級,優選,祈福,羅憶琳,高雄五甲廟。
國小低年級,優選,歡天喜地迎媽祖,陳巧萍,每到媽祖遶境千里眼和順風耳總能讓人注目，因為奇特每次都能引來騷動。
國小低年級,優選,迎門神拜媽祖,蔡人維,從小就住在大甲旁，很早就接觸媽祖。對廟宇有著敬畏和喜愛，到鎮瀾宮拜拜是媽媽每次回娘家的主要行程喔！
國小低年級,優選,大家歡喜慶媽祖,梁宴銣,媽祖從古至今揭示漁村漁民的守護神，現今更是人人心目中主要的信仰，而大甲媽祖更是海線人民的精神支柱，本圖主要展現大家結合古今的科技，展現對大甲媽的崇拜之心。
國小低年級,優選,迎媽祖,張育家,每年的大甲媽祖遶境出巡，全台都在慶典，大家虔誠的祈福恭迎媽祖。
國小低年級,佳作,媽祖巡邏前的千里眼與順風耳,廖先澄,千里眼與順風耳的外圍，圍觀的群眾，神秘又有趣的廟會活動。
國小低年級,佳作,恭迎媽祖慶吉祥,劉庭維,臺中市旱溪媽祖廟「樂成宮」奉祀主神「老二媽」廟宇於公元1924年建造完成，也得到了國家第三級古蹟核定，所以歷史悠久，古色古香的建築特色真是吸引人。
國小低年級,佳作,瘋媽祖、迎媽祖，千里眼、順風耳，來護駕，讚！！YA！,呂婉甄,大甲媽祖回娘家，鑼鼓齊鳴，鞭炮聲不斷，熱鬧滾滾，家家戶戶祈求媽祖保佑，祈求平安，當聖母起駕時辰一到，所有信徒跪地膜拜，以期能接近媽祖，是多麼隆重又令人感動的人間溫情啊！
國小低年級,佳作,媽祖出巡,李睿庠,大甲鎮瀾宮一年一度的媽祖出巡，千里眼、順風耳左右隨駕，看世間的苦痛，聽人們的祈求，為信徒們消災祈福。
國小低年級,佳作,媽祖保庇安康,翁可紜,媽祖的大愛保庇全民，善男信女感恩惜福跟著媽祖遶境進香。
國小低年級,佳作,媽祖顯靈,劉佩娟,我們虔誠拜媽祖，媽祖娘娘顯靈來保佑我們闔家平安喔！
國小低年級,佳作,媽祖來囉,賴品誼,媽祖遶境隊伍的先鋒，報馬仔的出現，號角隊、陣頭…等，我終於看到千里眼，順風耳將軍和最期待的媽祖娘娘。
國小低年級,佳作,熱鬧迎媽祖, 賴聿慈,滿天的鞭炮，我們快樂的迎接媽祖的到來。
國小低年級,佳作,媽祖遶境,曾子桔,三月瘋媽祖，農曆三月二十三日是媽祖聖誕遶境進香，盛況空前，為人民帶來平安，祈求國家風調雨順。
國小低年級,佳作,三月馬祖出巡,陳采淵,大甲媽祖婆天上聖母往雲林朝天宮進香
